Cryptocurrency,Date,Price (USD)
bitcoin,2024-09-18,59871.92952024553
bitcoin,2024-09-18,59865.634809302755
bitcoin,2024-09-18,59450.8514452217
bitcoin,2024-09-18,59511.02624805182
bitcoin,2024-09-18,59520.59594606601
bitcoin,2024-09-18,59602.29473219028
bitcoin,2024-09-18,60171.933857235636
bitcoin,2024-09-18,60678.62222921164
bitcoin,2024-09-18,60033.62696794817
bitcoin,2024-09-18,60334.71975583846
bitcoin,2024-09-18,60481.06798044665
bitcoin,2024-09-18,61165.471218697974
bitcoin,2024-09-19,61826.717613028115
bitcoin,2024-09-19,61852.93928771889
bitcoin,2024-09-19,61982.67165987673
bitcoin,2024-09-19,61995.878699547255
bitcoin,2024-09-19,62151.170540432715
bitcoin,2024-09-19,62112.07774058046
bitcoin,2024-09-19,61868.704910266235
bitcoin,2024-09-19,62070.28774196219
bitcoin,2024-09-19,62138.77892749226
bitcoin,2024-09-19,62142.55195399946
bitcoin,2024-09-19,62437.87543011053
bitcoin,2024-09-19,62435.71774305727
bitcoin,2024-09-19,62705.46504031729
bitcoin,2024-09-19,63214.12051670896
bitcoin,2024-09-19,63409.84242468018
bitcoin,2024-09-19,63060.55291609862
bitcoin,2024-09-19,63156.58167514334
bitcoin,2024-09-19,63691.94971858993
bitcoin,2024-09-19,63710.849971934
bitcoin,2024-09-19,63326.74969222064
bitcoin,2024-09-19,63209.279258654795
bitcoin,2024-09-19,63107.859689652665
bitcoin,2024-09-19,62816.818926782136
bitcoin,2024-09-19,63030.91416557856
bitcoin,2024-09-20,62859.881298503366
bitcoin,2024-09-20,62723.21042425194
bitcoin,2024-09-20,62940.13098404887
bitcoin,2024-09-20,63221.25952578169
bitcoin,2024-09-20,63938.06737730212
bitcoin,2024-09-20,63845.79784800136
bitcoin,2024-09-20,63663.26751820861
bitcoin,2024-09-20,63794.65043498434
bitcoin,2024-09-20,63445.26790940719
bitcoin,2024-09-20,63450.98627177792
bitcoin,2024-09-20,63535.939453794286
bitcoin,2024-09-20,63605.91777446032
bitcoin,2024-09-20,63560.955692456606
bitcoin,2024-09-20,62858.48915175016
bitcoin,2024-09-20,63176.27748140863
bitcoin,2024-09-20,63035.96190672631
bitcoin,2024-09-20,62963.619087084044
bitcoin,2024-09-20,62977.99362070827
bitcoin,2024-09-20,62340.31538268507
bitcoin,2024-09-20,62898.995521616875
bitcoin,2024-09-20,62741.96191420676
bitcoin,2024-09-20,63275.835641788275
bitcoin,2024-09-20,63218.74334629486
bitcoin,2024-09-20,63133.41577914984
bitcoin,2024-09-21,63112.814854791555
bitcoin,2024-09-21,63137.69335249423
bitcoin,2024-09-21,62927.858786150224
bitcoin,2024-09-21,62901.80988214561
bitcoin,2024-09-21,62903.375684484614
bitcoin,2024-09-21,62814.00849523848
bitcoin,2024-09-21,62913.746842802204
bitcoin,2024-09-21,63014.15616462684
bitcoin,2024-09-21,63062.570729513565
bitcoin,2024-09-21,63034.28908934001
bitcoin,2024-09-21,63016.36348613192
bitcoin,2024-09-21,63073.66137369207
bitcoin,2024-09-21,63095.753063338765
bitcoin,2024-09-21,63163.604253392645
bitcoin,2024-09-21,63180.17536879339
bitcoin,2024-09-21,63195.459726426394
bitcoin,2024-09-21,63211.867421926196
bitcoin,2024-09-21,63327.035565487575
bitcoin,2024-09-21,63281.38889027068
bitcoin,2024-09-21,63276.43505382544
bitcoin,2024-09-21,63195.69319932743
bitcoin,2024-09-21,63153.94261495951
bitcoin,2024-09-21,63135.94706839281
bitcoin,2024-09-21,63245.85509990384
bitcoin,2024-09-22,63404.0397412204
bitcoin,2024-09-22,63221.03626631864
bitcoin,2024-09-22,62994.183303289064
bitcoin,2024-09-22,63172.702042744386
bitcoin,2024-09-22,63128.63365328686
bitcoin,2024-09-22,63143.39093156379
bitcoin,2024-09-22,62950.492870246606
bitcoin,2024-09-22,62872.55269458728
bitcoin,2024-09-22,63029.7759254394
bitcoin,2024-09-22,62849.84372885954
bitcoin,2024-09-22,62720.62608203571
bitcoin,2024-09-22,62630.55580520489
bitcoin,2024-09-22,62884.44002271679
bitcoin,2024-09-22,62812.42354825584
bitcoin,2024-09-22,62700.898433980416
bitcoin,2024-09-22,62629.676874796736
bitcoin,2024-09-22,62591.27215225804
bitcoin,2024-09-22,62784.84428558446
bitcoin,2024-09-22,62924.27314216407
bitcoin,2024-09-22,62898.99272469967
bitcoin,2024-09-22,63238.25175392767
bitcoin,2024-09-22,63304.5401448964
bitcoin,2024-09-22,62734.546819803894
bitcoin,2024-09-22,63849.17256282697
bitcoin,2024-09-23,63458.9142356631
bitcoin,2024-09-23,63776.94859257198
bitcoin,2024-09-23,63820.0405246694
bitcoin,2024-09-23,64501.15829950209
bitcoin,2024-09-23,64306.459582669086
bitcoin,2024-09-23,63792.9532888288
bitcoin,2024-09-23,63651.56887446489
bitcoin,2024-09-23,63624.815594830434
bitcoin,2024-09-23,63439.76687029365
bitcoin,2024-09-23,63556.53491966304
bitcoin,2024-09-23,63638.03054249659
bitcoin,2024-09-23,63418.90810348824
bitcoin,2024-09-23,63342.77255777203
bitcoin,2024-09-23,63365.70408770886
bitcoin,2024-09-23,63256.27299901569
bitcoin,2024-09-23,63178.5404933955
bitcoin,2024-09-23,63579.928590958574
bitcoin,2024-09-23,63211.27843149886
bitcoin,2024-09-23,63412.95660391257
bitcoin,2024-09-23,63379.45064316519
bitcoin,2024-09-23,63377.9661035729
bitcoin,2024-09-23,63425.84478353017
bitcoin,2024-09-23,63277.13975480292
bitcoin,2024-09-23,63270.97049959894
bitcoin,2024-09-24,63293.02227584865
bitcoin,2024-09-24,62916.27331139424
bitcoin,2024-09-24,62932.24332229067
bitcoin,2024-09-24,63058.87304547308
bitcoin,2024-09-24,63062.21063151522
bitcoin,2024-09-24,63156.44736973828
bitcoin,2024-09-24,63286.2928040735
bitcoin,2024-09-24,63409.31637361686
bitcoin,2024-09-24,63632.35809448501
bitcoin,2024-09-24,63869.96763625674
bitcoin,2024-09-24,63585.918945046295
bitcoin,2024-09-24,63411.43309603601
bitcoin,2024-09-24,63659.06812557422
bitcoin,2024-09-24,63443.50486853077
bitcoin,2024-09-24,63486.36710004105
bitcoin,2024-09-24,63280.81184745907
bitcoin,2024-09-24,63187.87136572216
bitcoin,2024-09-24,63280.72061497188
bitcoin,2024-09-24,63913.55325981623
bitcoin,2024-09-24,63796.65187679873
bitcoin,2024-09-24,64313.83296170882
bitcoin,2024-09-24,64262.188119867395
bitcoin,2024-09-24,64500.5097419534
bitcoin,2024-09-24,64470.556436023886
bitcoin,2024-09-25,64130.604526076364
bitcoin,2024-09-25,64109.68604562235
bitcoin,2024-09-25,64481.86159714476
bitcoin,2024-09-25,64422.42516647876
bitcoin,2024-09-25,64468.16327732497
bitcoin,2024-09-25,64169.49665558019
bitcoin,2024-09-25,64101.884913661226
bitcoin,2024-09-25,63826.695542602756
bitcoin,2024-09-25,63829.56074077468
bitcoin,2024-09-25,63720.9499132722
bitcoin,2024-09-25,63513.596264426225
bitcoin,2024-09-25,63569.073692051796
bitcoin,2024-09-25,63758.85574568504
bitcoin,2024-09-25,63545.47680207279
bitcoin,2024-09-25,63717.64211146071
bitcoin,2024-09-25,63984.639852140775
bitcoin,2024-09-25,63548.72429007291
bitcoin,2024-09-25,63401.15911142987
bitcoin,2024-09-25,63210.56613653398
bitcoin,2024-09-25,63339.70358428479
bitcoin,2024-09-25,63327.78550657698
bitcoin,2024-09-25,63484.87451909205
bitcoin,2024-09-25,63459.84804425882
bitcoin,2024-09-25,63149.826766914484
bitcoin,2024-09-26,63146.20550375649
bitcoin,2024-09-26,62872.963592621585
bitcoin,2024-09-26,63107.034437457965
bitcoin,2024-09-26,63355.715168777795
bitcoin,2024-09-26,63476.86246501799
bitcoin,2024-09-26,63419.36452917887
bitcoin,2024-09-26,63759.106213995015
bitcoin,2024-09-26,63682.8261234965
bitcoin,2024-09-26,63769.852521841574
bitcoin,2024-09-26,63627.59128573844
bitcoin,2024-09-26,63890.3278883831
bitcoin,2024-09-26,64329.51167119158
bitcoin,2024-09-26,64345.08693505475
bitcoin,2024-09-26,64417.49599534962
bitcoin,2024-09-26,64966.42607826345
bitcoin,2024-09-26,64606.33879645024
bitcoin,2024-09-26,65498.62114832278
bitcoin,2024-09-26,65501.33287313312
bitcoin,2024-09-26,65216.730040768525
bitcoin,2024-09-26,65223.19566762516
bitcoin,2024-09-26,64754.698699133485
bitcoin,2024-09-26,64840.67968468501
bitcoin,2024-09-26,65182.274278567034
bitcoin,2024-09-26,65069.996931185764
bitcoin,2024-09-27,65130.76889730757
bitcoin,2024-09-27,65257.84821753061
bitcoin,2024-09-27,65161.216740739495
bitcoin,2024-09-27,65001.916837761106
bitcoin,2024-09-27,65379.61458684698
bitcoin,2024-09-27,65324.10946330212
bitcoin,2024-09-27,65450.82150945821
bitcoin,2024-09-27,65377.60977075083
bitcoin,2024-09-27,65467.56135478949
bitcoin,2024-09-27,65743.28948854572
bitcoin,2024-09-27,65780.33592293535
bitcoin,2024-09-27,65552.91924229098
bitcoin,2024-09-27,65506.10948297404
bitcoin,2024-09-27,65732.40913835916
bitcoin,2024-09-27,65698.23958863805
bitcoin,2024-09-27,66236.29079707348
bitcoin,2024-09-27,66078.60645198142
bitcoin,2024-09-27,66304.16788396394
bitcoin,2024-09-27,65907.98103411353
bitcoin,2024-09-27,65939.14922858913
bitcoin,2024-09-27,65679.18518404018
bitcoin,2024-09-27,65800.61092989425
bitcoin,2024-09-27,65844.60693332016
bitcoin,2024-09-27,65884.02303004314
bitcoin,2024-09-28,65814.92513343158
bitcoin,2024-09-28,65866.28918042478
bitcoin,2024-09-28,65985.80791540285
bitcoin,2024-09-28,66179.30139362172
bitcoin,2024-09-28,66055.39256454223
bitcoin,2024-09-28,66002.01485251758
bitcoin,2024-09-28,65973.97555027081
bitcoin,2024-09-28,65819.48599511909
bitcoin,2024-09-28,65845.12292222944
bitcoin,2024-09-28,65648.5225463475
bitcoin,2024-09-28,65637.96021865046
bitcoin,2024-09-28,65797.79718639013
bitcoin,2024-09-28,65738.67193806835
bitcoin,2024-09-28,65549.73524812268
bitcoin,2024-09-28,65661.39356676763
bitcoin,2024-09-28,65697.49723301647
bitcoin,2024-09-28,65621.90910087393
bitcoin,2024-09-28,65537.09538589083
bitcoin,2024-09-28,65619.82551684372
bitcoin,2024-09-28,65718.62003092236
bitcoin,2024-09-28,65732.89730514001
bitcoin,2024-09-28,65689.00011937223
bitcoin,2024-09-28,65607.80630933864
bitcoin,2024-09-28,65703.24498884352
bitcoin,2024-09-29,65869.08869010779
bitcoin,2024-09-29,65753.42856477744
bitcoin,2024-09-29,65849.82181514482
bitcoin,2024-09-29,65784.3515787368
bitcoin,2024-09-29,65820.39595280106
bitcoin,2024-09-29,65753.77455822933
bitcoin,2024-09-29,65605.49316578607
bitcoin,2024-09-29,65495.73327312595
bitcoin,2024-09-29,65483.5766220925
bitcoin,2024-09-29,65572.91228582137
bitcoin,2024-09-29,65581.60377130368
bitcoin,2024-09-29,65597.09365064261
bitcoin,2024-09-29,65762.89489896805
bitcoin,2024-09-29,65635.49194243642
bitcoin,2024-09-29,65814.50773734815
bitcoin,2024-09-29,65636.22650367954
bitcoin,2024-09-29,65756.8496125422
bitcoin,2024-09-29,65802.63199782168
bitcoin,2024-09-29,65834.19396282289
bitcoin,2024-09-29,65810.72918645393
bitcoin,2024-09-29,65955.12768292298
bitcoin,2024-09-29,65828.7934295196
bitcoin,2024-09-29,65898.99855442859
bitcoin,2024-09-29,65586.45298542893
bitcoin,2024-09-30,65527.11644598126
bitcoin,2024-09-30,65463.51029871186
bitcoin,2024-09-30,64746.39422306732
bitcoin,2024-09-30,64396.475068537344
bitcoin,2024-09-30,64484.969411959624
bitcoin,2024-09-30,64433.83839159956
bitcoin,2024-09-30,64537.123463429336
bitcoin,2024-09-30,64349.82336854003
bitcoin,2024-09-30,64587.99699957813
bitcoin,2024-09-30,64318.776746778014
bitcoin,2024-09-30,63616.34230857029
bitcoin,2024-09-30,63568.17951393721
bitcoin,2024-09-30,63865.76587841092
bitcoin,2024-09-30,64022.25371999935
bitcoin,2024-09-30,63833.48490125871
bitcoin,2024-09-30,63748.92772707046
bitcoin,2024-09-30,63583.09984434522
bitcoin,2024-09-30,63486.25842123686
bitcoin,2024-09-30,63666.31684713173
bitcoin,2024-09-30,63449.59115410886
bitcoin,2024-09-30,63503.49356014067
bitcoin,2024-09-30,63791.957559365765
bitcoin,2024-09-30,63686.79515140152
bitcoin,2024-09-30,63469.3026729772
bitcoin,2024-10-01,63356.22260582781
bitcoin,2024-10-01,63501.74133444947
bitcoin,2024-10-01,63415.08962787346
bitcoin,2024-10-01,63412.18315733011
bitcoin,2024-10-01,63705.4811336735
bitcoin,2024-10-01,63757.081328592845
bitcoin,2024-10-01,63800.85417413033
bitcoin,2024-10-01,64004.68196367795
bitcoin,2024-10-01,64080.50178633876
bitcoin,2024-10-01,64004.08662239725
bitcoin,2024-10-01,63854.36636664453
bitcoin,2024-10-01,63914.18899810702
bitcoin,2024-10-01,63754.2937988693
bitcoin,2024-10-01,63662.60373432032
bitcoin,2024-10-01,62961.686718729194
bitcoin,2024-10-01,62599.76795365424
bitcoin,2024-10-01,62593.86156482709
bitcoin,2024-10-01,62427.029171520604
bitcoin,2024-10-01,62125.97948359865
bitcoin,2024-10-01,61956.825722575944
bitcoin,2024-10-01,61289.16593411256
bitcoin,2024-10-01,60773.960601536724
bitcoin,2024-10-01,60862.73712876756
bitcoin,2024-10-01,60791.99680016752
bitcoin,2024-10-02,60942.07896643237
bitcoin,2024-10-02,61001.31173991391
bitcoin,2024-10-02,61507.6161244618
bitcoin,2024-10-02,61750.7046005087
bitcoin,2024-10-02,61668.0154604511
bitcoin,2024-10-02,61470.54966687492
bitcoin,2024-10-02,61501.28335760069
bitcoin,2024-10-02,61614.35553203237
bitcoin,2024-10-02,61675.92913789715
bitcoin,2024-10-02,61729.57748038025
bitcoin,2024-10-02,61190.35950053192
bitcoin,2024-10-02,61293.74211108704
bitcoin,2024-10-02,61160.627929869916
bitcoin,2024-10-02,60873.64983332725
bitcoin,2024-10-02,61497.550438711194
bitcoin,2024-10-02,61390.5193746096
bitcoin,2024-10-02,61824.45506572675
bitcoin,2024-10-02,61625.15477143684
bitcoin,2024-10-02,61628.35209254788
bitcoin,2024-10-02,60821.807369266025
bitcoin,2024-10-02,60403.41735330646
bitcoin,2024-10-02,60896.05073328484
bitcoin,2024-10-02,60706.71696375759
bitcoin,2024-10-02,60787.27856276344
bitcoin,2024-10-03,60627.058180398446
bitcoin,2024-10-03,61116.952773807825
bitcoin,2024-10-03,60985.11168581431
bitcoin,2024-10-03,61126.91796468775
bitcoin,2024-10-03,61350.30877307984
bitcoin,2024-10-03,61309.02944358592
bitcoin,2024-10-03,61195.121773880295
bitcoin,2024-10-03,61333.19084795601
bitcoin,2024-10-03,60798.5663906038
bitcoin,2024-10-03,60255.395066532634
bitcoin,2024-10-03,60736.394429169755
bitcoin,2024-10-03,61038.40115605509
bitcoin,2024-10-03,60515.27472549693
bitcoin,2024-10-03,60476.171387359704
bitcoin,2024-10-03,60444.80078445414
bitcoin,2024-10-03,60047.21023056539
bitcoin,2024-10-03,60603.02736816297
bitcoin,2024-10-03,60114.29109780189
bitcoin,2024-10-03,60590.99061139087
bitcoin,2024-10-03,60578.342636079724
bitcoin,2024-10-03,61007.84632981549
bitcoin,2024-10-03,60603.79332990731
bitcoin,2024-10-03,60809.95797483321
bitcoin,2024-10-03,60888.677276841765
bitcoin,2024-10-04,60764.622319062924
bitcoin,2024-10-04,60507.363739362074
bitcoin,2024-10-04,61205.87676874549
bitcoin,2024-10-04,60922.44007317838
bitcoin,2024-10-04,61024.65291321176
bitcoin,2024-10-04,61022.732614198496
bitcoin,2024-10-04,61127.61876284449
bitcoin,2024-10-04,61124.400852567356
bitcoin,2024-10-04,61438.61955380302
bitcoin,2024-10-04,61452.881049157106
bitcoin,2024-10-04,61325.55145027494
bitcoin,2024-10-04,61283.407943760176
bitcoin,2024-10-04,61447.97523592585
bitcoin,2024-10-04,61783.04315946566
bitcoin,2024-10-04,61237.01884317701
bitcoin,2024-10-04,61181.16559921016
bitcoin,2024-10-04,61824.1609830765
bitcoin,2024-10-04,62330.25296863748
bitcoin,2024-10-04,61987.93935749957
bitcoin,2024-10-04,62335.022588537446
bitcoin,2024-10-04,62394.20409079485
bitcoin,2024-10-04,62365.29263794423
bitcoin,2024-10-04,62275.09651258334
bitcoin,2024-10-04,62022.47161965773
bitcoin,2024-10-05,62094.41334605943
bitcoin,2024-10-05,62119.13760016322
bitcoin,2024-10-05,61998.417167833686
bitcoin,2024-10-05,61796.61346195567
bitcoin,2024-10-05,61858.943006821515
bitcoin,2024-10-05,62017.72164133773
bitcoin,2024-10-05,62139.39575349718
bitcoin,2024-10-05,62218.77511592513
bitcoin,2024-10-05,62102.5384037539
bitcoin,2024-10-05,62156.44108601213
bitcoin,2024-10-05,62230.07343582251
bitcoin,2024-10-05,62213.386436766035
bitcoin,2024-10-05,62174.76483460754
bitcoin,2024-10-05,62307.202956879584
bitcoin,2024-10-05,62181.65898585698
bitcoin,2024-10-05,62190.24835476746
bitcoin,2024-10-05,62189.414556279655
bitcoin,2024-10-05,61926.72757293198
bitcoin,2024-10-05,62017.56963974981
bitcoin,2024-10-05,61868.52669264689
bitcoin,2024-10-05,61792.073086552715
bitcoin,2024-10-05,61764.447436375944
bitcoin,2024-10-05,61844.53865265087
bitcoin,2024-10-05,61991.285312837215
bitcoin,2024-10-06,61943.32059194136
bitcoin,2024-10-06,61903.8513984402
bitcoin,2024-10-06,62105.88392398104
bitcoin,2024-10-06,61972.5254215129
bitcoin,2024-10-06,61888.434969301474
bitcoin,2024-10-06,61875.00799886143
bitcoin,2024-10-06,61933.30315939685
bitcoin,2024-10-06,61973.5297577713
bitcoin,2024-10-06,61946.8783744096
bitcoin,2024-10-06,62003.40843463339
bitcoin,2024-10-06,62093.56057795135
bitcoin,2024-10-06,62048.074943959386
bitcoin,2024-10-06,62123.194078161265
bitcoin,2024-10-06,62349.66332186298
bitcoin,2024-10-06,62244.12526105943
bitcoin,2024-10-06,62755.45855679772
bitcoin,2024-10-06,62871.84184813987
bitcoin,2024-10-06,62627.05018877592
bitcoin,2024-10-06,62588.94927841031
bitcoin,2024-10-06,62723.80554302754
bitcoin,2024-10-06,62676.41666107724
bitcoin,2024-10-06,62606.86007773546
bitcoin,2024-10-06,62406.97353718698
bitcoin,2024-10-06,62621.04749989727
bitcoin,2024-10-07,62811.79972811266
bitcoin,2024-10-07,63759.38195914538
bitcoin,2024-10-07,63794.841444878955
bitcoin,2024-10-07,63696.77383180315
bitcoin,2024-10-07,63525.08325037221
bitcoin,2024-10-07,63514.738625121696
bitcoin,2024-10-07,63495.43691971516
bitcoin,2024-10-07,63713.00356537992
bitcoin,2024-10-07,63648.2069767685
bitcoin,2024-10-07,63541.10192342399
bitcoin,2024-10-07,63113.10760597776
bitcoin,2024-10-07,62631.53098985469
bitcoin,2024-10-07,63157.733006258815
bitcoin,2024-10-07,62897.07905064064
bitcoin,2024-10-07,63443.10023435226
bitcoin,2024-10-07,63642.317719867126
bitcoin,2024-10-07,63725.43470224901
bitcoin,2024-10-07,63774.543053742
bitcoin,2024-10-07,63495.11150191953
bitcoin,2024-10-07,62855.72967042333
bitcoin,2024-10-07,63280.38379462429
bitcoin,2024-10-07,62999.86075296318
bitcoin,2024-10-07,63231.15027084451
bitcoin,2024-10-07,62301.390271974175
bitcoin,2024-10-08,62211.234201259
bitcoin,2024-10-08,62578.36615233839
bitcoin,2024-10-08,62708.74898406302
bitcoin,2024-10-08,62716.36879880969
bitcoin,2024-10-08,62656.663066193934
bitcoin,2024-10-08,62609.25214527036
bitcoin,2024-10-08,62424.62240664154
bitcoin,2024-10-08,62479.231973519934
bitcoin,2024-10-08,62240.6083876244
bitcoin,2024-10-08,62384.34904441377
bitcoin,2024-10-08,62560.61441012541
bitcoin,2024-10-08,62514.66233700978
bitcoin,2024-10-08,62604.096795218546
bitcoin,2024-10-08,62504.51859636706
bitcoin,2024-10-08,62770.26425664377
bitcoin,2024-10-08,62766.14682170429
bitcoin,2024-10-08,62152.158564241465
bitcoin,2024-10-08,62525.15635385936
bitcoin,2024-10-08,62331.602816503626
bitcoin,2024-10-08,61963.1594430075
bitcoin,2024-10-08,62121.59452794766
bitcoin,2024-10-08,62325.37670520698
bitcoin,2024-10-08,62373.092674608226
bitcoin,2024-10-08,62105.27060195742
bitcoin,2024-10-09,62185.230423727575
bitcoin,2024-10-09,62115.919752113165
bitcoin,2024-10-09,62299.981991661436
bitcoin,2024-10-09,62272.6586800959
bitcoin,2024-10-09,62334.18871429603
bitcoin,2024-10-09,62307.406121183434
bitcoin,2024-10-09,62490.39392748502
bitcoin,2024-10-09,62301.0120009861
bitcoin,2024-10-09,62228.21482411327
bitcoin,2024-10-09,62199.03458257609
bitcoin,2024-10-09,62222.525571365324
bitcoin,2024-10-09,62135.36928631705
bitcoin,2024-10-09,62144.517600515544
bitcoin,2024-10-09,61979.063023858784
bitcoin,2024-10-09,61843.712560203414
bitcoin,2024-10-09,61935.669410618335
bitcoin,2024-10-09,62273.12429552298
bitcoin,2024-10-09,61752.45976427412
bitcoin,2024-10-09,61786.15413301724
bitcoin,2024-10-09,61117.826773189954
bitcoin,2024-10-09,61045.573897756294
bitcoin,2024-10-09,60486.87709708697
bitcoin,2024-10-09,60743.1844472768
bitcoin,2024-10-09,60648.86752390266
bitcoin,2024-10-10,60583.12205498274
bitcoin,2024-10-10,60388.16814788513
bitcoin,2024-10-10,60749.228818156014
