Cryptocurrency,Date,Price (USD)
bitcoin,2024-10-10,60807.96354622658
bitcoin,2024-10-10,60806.83687955058
bitcoin,2024-10-10,60823.19050349816
bitcoin,2024-10-10,60868.330109499504
bitcoin,2024-10-10,61039.07191204449
bitcoin,2024-10-10,60816.45760075644
bitcoin,2024-10-10,60832.721359226955
bitcoin,2024-10-10,60873.383443728606
bitcoin,2024-10-10,60998.011914516894
bitcoin,2024-10-10,61226.55340601267
bitcoin,2024-10-10,60966.09545988984
bitcoin,2024-10-10,61004.33428392234
bitcoin,2024-10-10,60725.75258509342
bitcoin,2024-10-10,60749.31433413257
bitcoin,2024-10-10,59946.32257559109
bitcoin,2024-10-10,59019.105152188844
bitcoin,2024-10-10,59448.19518772974
bitcoin,2024-10-10,59858.81528931067
bitcoin,2024-10-10,59648.4874804161
bitcoin,2024-10-10,59978.609247005
bitcoin,2024-10-10,60097.42054824134
bitcoin,2024-10-11,60274.14830381827
bitcoin,2024-10-11,60138.20314704477
bitcoin,2024-10-11,60401.86308358801
bitcoin,2024-10-11,60654.95117619428
bitcoin,2024-10-11,60582.95352143313
bitcoin,2024-10-11,60646.498268602045
bitcoin,2024-10-11,60580.28619641105
bitcoin,2024-10-11,60857.11327929529
bitcoin,2024-10-11,60637.25054969195
bitcoin,2024-10-11,60683.149779899
bitcoin,2024-10-11,61135.8410866515
bitcoin,2024-10-11,61151.39726054673
bitcoin,2024-10-11,61216.421357271196
bitcoin,2024-10-11,61337.80870418161
bitcoin,2024-10-11,61892.85330654469
bitcoin,2024-10-11,61993.101686224276
bitcoin,2024-10-11,62305.8826676622
bitcoin,2024-10-11,62258.78126639044
bitcoin,2024-10-11,62924.80345494198
bitcoin,2024-10-11,62897.152322775866
bitcoin,2024-10-11,62967.264978789135
bitcoin,2024-10-11,63123.36372364698
bitcoin,2024-10-11,62735.89700746058
bitcoin,2024-10-11,62434.984206254376
bitcoin,2024-10-12,62557.09837051421
bitcoin,2024-10-12,62925.3019618285
bitcoin,2024-10-12,62699.07996098267
bitcoin,2024-10-12,62536.38746032396
bitcoin,2024-10-12,62599.19906424621
bitcoin,2024-10-12,62575.01469832429
bitcoin,2024-10-12,62718.58723292522
bitcoin,2024-10-12,62644.88869994593
bitcoin,2024-10-12,62719.13459755654
bitcoin,2024-10-12,62697.6510466996
bitcoin,2024-10-12,62834.459227628395
ethereum,2024-09-12,2352.952429623129
ethereum,2024-09-12,2346.3530986905307
ethereum,2024-09-12,2347.8930499409375
ethereum,2024-09-12,2340.460219671632
ethereum,2024-09-12,2357.1426717059226
ethereum,2024-09-12,2322.7849148569308
ethereum,2024-09-12,2334.438669847034
ethereum,2024-09-12,2339.2615510293845
ethereum,2024-09-12,2349.417046859015
ethereum,2024-09-12,2350.0499824340454
ethereum,2024-09-12,2354.464791399135
ethereum,2024-09-12,2344.552715220868
ethereum,2024-09-12,2352.6971393369913
ethereum,2024-09-12,2364.177126006527
ethereum,2024-09-13,2362.300238174588
ethereum,2024-09-13,2354.146531981623
ethereum,2024-09-13,2360.809945108271
ethereum,2024-09-13,2358.2539781878004
ethereum,2024-09-13,2358.8563213744205
ethereum,2024-09-13,2351.5798464312525
ethereum,2024-09-13,2347.1797194029996
ethereum,2024-09-13,2339.545925057166
ethereum,2024-09-13,2350.418795558534
ethereum,2024-09-13,2343.7319949154985
ethereum,2024-09-13,2354.512848966081
ethereum,2024-09-13,2369.391204299915
ethereum,2024-09-13,2356.015046513048
ethereum,2024-09-13,2350.7591395416084
ethereum,2024-09-13,2370.0078278690416
ethereum,2024-09-13,2372.963647066235
ethereum,2024-09-13,2409.560016594712
ethereum,2024-09-13,2413.0777751451815
ethereum,2024-09-13,2411.284316760366
ethereum,2024-09-13,2420.3922580546305
ethereum,2024-09-13,2417.0893124003705
ethereum,2024-09-13,2422.536019711783
ethereum,2024-09-13,2453.8090574194302
ethereum,2024-09-13,2445.231432451212
ethereum,2024-09-14,2445.08621032297
ethereum,2024-09-14,2435.7466285258847
ethereum,2024-09-14,2428.7682672520014
ethereum,2024-09-14,2430.2880950140384
ethereum,2024-09-14,2432.580369735375
ethereum,2024-09-14,2427.2181585413637
ethereum,2024-09-14,2419.879474955625
ethereum,2024-09-14,2418.0502009604857
ethereum,2024-09-14,2420.304061881166
ethereum,2024-09-14,2417.4416972920662
ethereum,2024-09-14,2416.7220229669283
ethereum,2024-09-14,2413.1907309289463
ethereum,2024-09-14,2421.8781180178157
ethereum,2024-09-14,2422.187671521977
ethereum,2024-09-14,2417.8442979874453
ethereum,2024-09-14,2419.9895784934542
ethereum,2024-09-14,2418.953071525134
ethereum,2024-09-14,2414.7030664428935
ethereum,2024-09-14,2397.0906379756975
ethereum,2024-09-14,2405.5428160047213
ethereum,2024-09-14,2409.8069808458645
ethereum,2024-09-14,2417.730260525322
ethereum,2024-09-14,2414.4147177106183
ethereum,2024-09-14,2417.982112902226
ethereum,2024-09-15,2418.643457299118
ethereum,2024-09-15,2423.472365955501
ethereum,2024-09-15,2423.116082287367
ethereum,2024-09-15,2425.3446457084765
ethereum,2024-09-15,2422.4015819265715
ethereum,2024-09-15,2420.577620065825
ethereum,2024-09-15,2420.4877980436445
ethereum,2024-09-15,2421.1666410909966
ethereum,2024-09-15,2423.139072853265
ethereum,2024-09-15,2413.282990973001
ethereum,2024-09-15,2411.6374235564103
ethereum,2024-09-15,2407.2213711990653
ethereum,2024-09-15,2406.7188406017776
ethereum,2024-09-15,2416.212216561359
ethereum,2024-09-15,2405.117069787849
ethereum,2024-09-15,2410.016077244529
ethereum,2024-09-15,2402.7702557605894
ethereum,2024-09-15,2385.9511519141893
ethereum,2024-09-15,2381.550262033528
ethereum,2024-09-15,2387.688579413002
ethereum,2024-09-15,2364.7344877452747
ethereum,2024-09-15,2354.4499474781223
ethereum,2024-09-15,2346.3252930362737
ethereum,2024-09-15,2319.3125532597946
ethereum,2024-09-16,2314.781449633088
ethereum,2024-09-16,2288.288589912339
ethereum,2024-09-16,2276.7358102155035
ethereum,2024-09-16,2273.0448626376074
ethereum,2024-09-16,2277.5311030392495
ethereum,2024-09-16,2289.6540890197152
ethereum,2024-09-16,2294.160203733202
ethereum,2024-09-16,2291.707991825474
ethereum,2024-09-16,2307.801196415271
ethereum,2024-09-16,2317.556492315507
ethereum,2024-09-16,2297.754182902468
ethereum,2024-09-16,2302.466398915655
ethereum,2024-09-16,2311.448146225375
ethereum,2024-09-16,2300.2252419036927
ethereum,2024-09-16,2295.238640339523
ethereum,2024-09-16,2292.995931487262
ethereum,2024-09-16,2288.0306881092533
ethereum,2024-09-16,2278.086243040641
ethereum,2024-09-16,2301.194592060231
ethereum,2024-09-16,2290.2756360020726
ethereum,2024-09-16,2283.3823964769044
ethereum,2024-09-16,2271.0833341412863
ethereum,2024-09-16,2286.956374447981
ethereum,2024-09-16,2290.8686133477067
ethereum,2024-09-17,2295.077114071959
ethereum,2024-09-17,2267.977831013024
ethereum,2024-09-17,2280.396128586437
ethereum,2024-09-17,2285.714054886767
ethereum,2024-09-17,2285.0219519609477
ethereum,2024-09-17,2290.3858610903067
ethereum,2024-09-17,2297.782643425225
ethereum,2024-09-17,2301.8810242932527
ethereum,2024-09-17,2313.2280679549053
ethereum,2024-09-17,2303.5954143764448
ethereum,2024-09-17,2309.823402876828
ethereum,2024-09-17,2310.7946879276556
ethereum,2024-09-17,2313.1533326054882
ethereum,2024-09-17,2320.9387899798817
ethereum,2024-09-17,2319.407940583254
ethereum,2024-09-17,2366.180610715478
ethereum,2024-09-17,2388.378523003088
ethereum,2024-09-17,2364.522363439704
ethereum,2024-09-17,2366.7267757788636
ethereum,2024-09-17,2350.632133517035
ethereum,2024-09-17,2355.166714170604
ethereum,2024-09-17,2349.461289111052
ethereum,2024-09-17,2343.52246678244
ethereum,2024-09-17,2332.9888789270485
ethereum,2024-09-18,2334.795466040432
ethereum,2024-09-18,2321.7908906829075
ethereum,2024-09-18,2329.2484343584165
ethereum,2024-09-18,2334.3387742924206
ethereum,2024-09-18,2333.911369786282
ethereum,2024-09-18,2320.3277343074437
ethereum,2024-09-18,2325.538108031109
ethereum,2024-09-18,2328.266835329634
ethereum,2024-09-18,2324.4481981253125
ethereum,2024-09-18,2318.1898548770564
ethereum,2024-09-18,2298.5310517679363
ethereum,2024-09-18,2309.4816008521016
ethereum,2024-09-18,2303.375968215071
ethereum,2024-09-18,2307.7334181656215
ethereum,2024-09-18,2294.4079519693946
ethereum,2024-09-18,2297.446310298391
ethereum,2024-09-18,2297.6888010891566
ethereum,2024-09-18,2293.3013152516937
ethereum,2024-09-18,2317.2384233196317
ethereum,2024-09-18,2332.1082349971525
ethereum,2024-09-18,2312.3370586857486
ethereum,2024-09-18,2334.0533296811454
ethereum,2024-09-18,2341.5940135550695
ethereum,2024-09-18,2353.444475824165
ethereum,2024-09-19,2383.32145042435
ethereum,2024-09-19,2383.0138103206
ethereum,2024-09-19,2387.1209092078843
ethereum,2024-09-19,2399.949394782518
ethereum,2024-09-19,2401.2563547470313
ethereum,2024-09-19,2415.8356703614654
ethereum,2024-09-19,2406.5976251857815
ethereum,2024-09-19,2422.9657146864542
ethereum,2024-09-19,2436.022502222161
ethereum,2024-09-19,2438.077943578679
ethereum,2024-09-19,2436.3542149129134
ethereum,2024-09-19,2426.665516225298
ethereum,2024-09-19,2438.874194128184
ethereum,2024-09-19,2436.9018454638176
ethereum,2024-09-19,2437.5739205945024
ethereum,2024-09-19,2431.200236762336
ethereum,2024-09-19,2446.1449191993306
ethereum,2024-09-19,2482.4427247674394
ethereum,2024-09-19,2476.6531184604764
ethereum,2024-09-19,2467.268879780837
ethereum,2024-09-19,2464.8828398348487
ethereum,2024-09-19,2462.806645394781
ethereum,2024-09-19,2459.6356317436366
ethereum,2024-09-19,2473.105547982934
ethereum,2024-09-20,2458.8347967450027
ethereum,2024-09-20,2445.230884857441
ethereum,2024-09-20,2452.37818915279
ethereum,2024-09-20,2459.971684168757
ethereum,2024-09-20,2526.2296716132178
ethereum,2024-09-20,2548.5640552701893
ethereum,2024-09-20,2540.2485620993466
ethereum,2024-09-20,2562.807430727216
ethereum,2024-09-20,2551.877423780216
ethereum,2024-09-20,2549.8468870800084
ethereum,2024-09-20,2543.146628705105
ethereum,2024-09-20,2551.0285492927446
ethereum,2024-09-20,2546.4358464807974
ethereum,2024-09-20,2541.7073988473685
ethereum,2024-09-20,2545.7924097326254
ethereum,2024-09-20,2542.94992182794
ethereum,2024-09-20,2560.151541085397
ethereum,2024-09-20,2548.631237827251
ethereum,2024-09-20,2524.0530199167606
ethereum,2024-09-20,2545.1267637002247
ethereum,2024-09-20,2540.3410750861212
ethereum,2024-09-20,2548.381140002408
ethereum,2024-09-20,2549.8859946827465
ethereum,2024-09-20,2548.463929589242
ethereum,2024-09-21,2559.236680178645
ethereum,2024-09-21,2564.3111215479116
ethereum,2024-09-21,2537.5676835974887
ethereum,2024-09-21,2546.607562136472
ethereum,2024-09-21,2544.3525266667966
ethereum,2024-09-21,2542.4615114222643
ethereum,2024-09-21,2551.5352969068263
ethereum,2024-09-21,2552.708437977828
ethereum,2024-09-21,2552.6357626892636
ethereum,2024-09-21,2549.2185335749696
ethereum,2024-09-21,2553.213237662063
ethereum,2024-09-21,2550.7475714514594
ethereum,2024-09-21,2555.2310406932866
ethereum,2024-09-21,2563.505487906928
ethereum,2024-09-21,2570.2158612242065
ethereum,2024-09-21,2557.275165836981
ethereum,2024-09-21,2567.0429585091715
ethereum,2024-09-21,2568.9545897667726
ethereum,2024-09-21,2568.9091273187246
ethereum,2024-09-21,2576.8199244632883
ethereum,2024-09-21,2570.8015299825724
ethereum,2024-09-21,2565.8169808225903
ethereum,2024-09-21,2563.506240355935
ethereum,2024-09-21,2588.726101000788
ethereum,2024-09-22,2617.1100818452655
ethereum,2024-09-22,2612.7540848362987
ethereum,2024-09-22,2598.3364943278107
ethereum,2024-09-22,2602.3871618982967
ethereum,2024-09-22,2596.912120563344
ethereum,2024-09-22,2587.377444347787
ethereum,2024-09-22,2587.5096906187396
ethereum,2024-09-22,2583.427460475254
ethereum,2024-09-22,2590.8929701311604
ethereum,2024-09-22,2587.6655471064655
ethereum,2024-09-22,2579.4503592330275
ethereum,2024-09-22,2579.9810031473544
ethereum,2024-09-22,2584.51512260861
ethereum,2024-09-22,2581.9693385506303
ethereum,2024-09-22,2568.2169608317167
ethereum,2024-09-22,2566.288132098154
ethereum,2024-09-22,2565.335204393325
ethereum,2024-09-22,2582.624630667906
ethereum,2024-09-22,2577.1750298263173
ethereum,2024-09-22,2574.394222911556
ethereum,2024-09-22,2580.7819065410395
ethereum,2024-09-22,2576.909959785869
ethereum,2024-09-22,2538.279137154163
ethereum,2024-09-22,2589.3027120532483
ethereum,2024-09-23,2565.5951969951584
ethereum,2024-09-23,2605.238779721407
ethereum,2024-09-23,2616.1777966093227
ethereum,2024-09-23,2672.3559896242805
ethereum,2024-09-23,2671.6991741456127
ethereum,2024-09-23,2658.7545310346
ethereum,2024-09-23,2655.014190360499
ethereum,2024-09-23,2655.0331167388317
ethereum,2024-09-23,2641.4171461031206
ethereum,2024-09-23,2650.2801465621674
ethereum,2024-09-23,2654.365004448658
ethereum,2024-09-23,2648.6429103610435
ethereum,2024-09-23,2642.7370359363013
ethereum,2024-09-23,2648.949780911357
ethereum,2024-09-23,2645.872649677594
ethereum,2024-09-23,2652.8389559918396
ethereum,2024-09-23,2684.1620620153653
ethereum,2024-09-23,2665.3837941931583
ethereum,2024-09-23,2674.519197265284
ethereum,2024-09-23,2676.6743527633
ethereum,2024-09-23,2670.315822456998
ethereum,2024-09-23,2665.7501213331466
ethereum,2024-09-23,2653.4924672289685
ethereum,2024-09-23,2652.7474870704104
ethereum,2024-09-24,2648.5946731531885
ethereum,2024-09-24,2628.0665319812506
ethereum,2024-09-24,2620.187197587335
ethereum,2024-09-24,2619.2874806545506
ethereum,2024-09-24,2623.040378808585
ethereum,2024-09-24,2623.2607603873776
ethereum,2024-09-24,2636.5992030881966
ethereum,2024-09-24,2648.685464661091
ethereum,2024-09-24,2649.528383715929
ethereum,2024-09-24,2653.4702529415063
ethereum,2024-09-24,2647.280844132075
ethereum,2024-09-24,2639.091947521109
ethereum,2024-09-24,2636.0867026014143
ethereum,2024-09-24,2638.5988711302457
ethereum,2024-09-24,2613.650968262998
ethereum,2024-09-24,2610.0149173359705
ethereum,2024-09-24,2612.7975102089595
ethereum,2024-09-24,2634.7119597404367
ethereum,2024-09-24,2651.6502805639793
ethereum,2024-09-24,2640.345169137445
ethereum,2024-09-24,2653.354442538145
ethereum,2024-09-24,2650.148186425874
ethereum,2024-09-24,2661.3001705696006
ethereum,2024-09-24,2672.0437061498005
ethereum,2024-09-25,2645.107761832329
ethereum,2024-09-25,2640.843780755598
ethereum,2024-09-25,2643.284265833644
ethereum,2024-09-25,2648.035020584558
ethereum,2024-09-25,2646.5742168807465
ethereum,2024-09-25,2628.4627457593497
ethereum,2024-09-25,2622.7396934877675
ethereum,2024-09-25,2620.327423200235
ethereum,2024-09-25,2622.0406429145833
ethereum,2024-09-25,2625.2258237680444
ethereum,2024-09-25,2619.00186798313
ethereum,2024-09-25,2620.573291223435
ethereum,2024-09-25,2623.7075105654058
ethereum,2024-09-25,2615.0639185910054
ethereum,2024-09-25,2625.0826713540987
ethereum,2024-09-25,2626.542679602785
ethereum,2024-09-25,2599.117301472194
ethereum,2024-09-25,2596.596823892031
ethereum,2024-09-25,2576.323218971839
ethereum,2024-09-25,2581.7812210599946
ethereum,2024-09-25,2578.157924541198
ethereum,2024-09-25,2582.3435906380796
ethereum,2024-09-25,2579.315601435421
ethereum,2024-09-25,2573.0303158199577
ethereum,2024-09-26,2585.8756560438305
ethereum,2024-09-26,2566.002403617132
ethereum,2024-09-26,2592.8535080651163
ethereum,2024-09-26,2596.088135967549
ethereum,2024-09-26,2600.744850935053
ethereum,2024-09-26,2593.444002790129
ethereum,2024-09-26,2619.6994637901967
ethereum,2024-09-26,2614.9402447537013
ethereum,2024-09-26,2625.5639461279957
ethereum,2024-09-26,2615.154664014753
ethereum,2024-09-26,2619.1083935019424
ethereum,2024-09-26,2629.685649923971
ethereum,2024-09-26,2623.181239151864
ethereum,2024-09-26,2627.451045801731
ethereum,2024-09-26,2624.944102439298
ethereum,2024-09-26,2638.148873533517
ethereum,2024-09-26,2647.5277517977306
ethereum,2024-09-26,2648.487888194885
ethereum,2024-09-26,2631.862732010474
ethereum,2024-09-26,2654.8139181760407
ethereum,2024-09-26,2651.40484018994
ethereum,2024-09-26,2641.4109293079987
ethereum,2024-09-26,2639.7320883866328
ethereum,2024-09-26,2631.6387283537106
ethereum,2024-09-27,2637.9256923224825
ethereum,2024-09-27,2640.419845525457
ethereum,2024-09-27,2627.574878624601
ethereum,2024-09-27,2623.883942559668
ethereum,2024-09-27,2639.1213814836187
ethereum,2024-09-27,2646.9769835941265
ethereum,2024-09-27,2654.6147963061835
ethereum,2024-09-27,2659.547749616564
ethereum,2024-09-27,2660.262286094436
ethereum,2024-09-27,2669.431459169813
ethereum,2024-09-27,2653.392227240949
ethereum,2024-09-27,2647.5788161717237
ethereum,2024-09-27,2652.3745280751723
ethereum,2024-09-27,2659.0871781336295
ethereum,2024-09-27,2664.07582835679
ethereum,2024-09-27,2687.135854184725
ethereum,2024-09-27,2686.60030203321
ethereum,2024-09-27,2718.2954548323414
ethereum,2024-09-27,2697.4157525315723
ethereum,2024-09-27,2703.584057380573
ethereum,2024-09-27,2698.3993133552667
ethereum,2024-09-27,2691.7018571800854
ethereum,2024-09-27,2693.6043533848756
ethereum,2024-09-27,2706.4266779692093
ethereum,2024-09-28,2696.244854307686
ethereum,2024-09-28,2696.36225660925
ethereum,2024-09-28,2693.0797275131163
ethereum,2024-09-28,2701.1265812800852
ethereum,2024-09-28,2689.862848093476
ethereum,2024-09-28,2693.4634782855724
ethereum,2024-09-28,2685.9364226085927
ethereum,2024-09-28,2682.9132075901393
ethereum,2024-09-28,2679.210921386728
ethereum,2024-09-28,2664.122317607294
ethereum,2024-09-28,2669.558618841407
ethereum,2024-09-28,2675.412023798062
ethereum,2024-09-28,2676.1359869246457
ethereum,2024-09-28,2659.503650475992
ethereum,2024-09-28,2669.5191379149974
ethereum,2024-09-28,2672.085858320956
ethereum,2024-09-28,2671.0838643647908
ethereum,2024-09-28,2665.414570988105
ethereum,2024-09-28,2679.867288106634
ethereum,2024-09-28,2677.3291801677365
ethereum,2024-09-28,2678.131893575375
ethereum,2024-09-28,2676.588728718247
ethereum,2024-09-28,2667.387221815204
ethereum,2024-09-28,2675.599639943611
ethereum,2024-09-29,2676.829980419685
ethereum,2024-09-29,2671.695827711162
ethereum,2024-09-29,2675.077262814917
ethereum,2024-09-29,2673.5744591975817
ethereum,2024-09-29,2675.396299072699
ethereum,2024-09-29,2670.69998775286
ethereum,2024-09-29,2666.0886955389597
ethereum,2024-09-29,2650.7540243918284
ethereum,2024-09-29,2640.0249594272395
ethereum,2024-09-29,2649.7569541199323
ethereum,2024-09-29,2647.802799967616
ethereum,2024-09-29,2647.0481864168387
ethereum,2024-09-29,2656.336840190154
ethereum,2024-09-29,2649.3485723793387
ethereum,2024-09-29,2654.7393532202323
ethereum,2024-09-29,2652.100029959942
ethereum,2024-09-29,2666.154798134778
ethereum,2024-09-29,2666.01974704452
ethereum,2024-09-29,2662.9862296192796
ethereum,2024-09-29,2664.531864116188
ethereum,2024-09-29,2666.2740548480947
ethereum,2024-09-29,2660.9113121288347
ethereum,2024-09-29,2666.5094753058797
ethereum,2024-09-29,2653.3177686802524
ethereum,2024-09-30,2654.9678161055335
ethereum,2024-09-30,2648.59911467988
ethereum,2024-09-30,2615.084418189928
ethereum,2024-09-30,2606.9234369309142
ethereum,2024-09-30,2628.280741766992
ethereum,2024-09-30,2627.992348870968
ethereum,2024-09-30,2636.711827075614
ethereum,2024-09-30,2631.8209404398067
ethereum,2024-09-30,2639.33719321244
ethereum,2024-09-30,2642.286469146321
ethereum,2024-09-30,2610.758150704384
ethereum,2024-09-30,2605.3088086486127
ethereum,2024-09-30,2630.056854591106
ethereum,2024-09-30,2632.5104713009828
ethereum,2024-09-30,2623.8818094658773
ethereum,2024-09-30,2610.981398715544
ethereum,2024-09-30,2602.54113032908
ethereum,2024-09-30,2604.2133733008577
ethereum,2024-09-30,2606.7959373465696
ethereum,2024-09-30,2590.1017322635103
ethereum,2024-09-30,2597.442388319733
ethereum,2024-09-30,2614.185245177309
ethereum,2024-09-30,2609.544702334794
ethereum,2024-09-30,2601.8365300071387
ethereum,2024-10-01,2601.9710163061413
ethereum,2024-10-01,2620.9985007024848
ethereum,2024-10-01,2620.1870631267325
ethereum,2024-10-01,2617.9878564528335
ethereum,2024-10-01,2629.4680703272174
ethereum,2024-10-01,2640.2620717209893
ethereum,2024-10-01,2641.1450501224876
ethereum,2024-10-01,2649.961397431091
ethereum,2024-10-01,2645.6433329431534
ethereum,2024-10-01,2643.159361846843
ethereum,2024-10-01,2635.177283663214
ethereum,2024-10-01,2639.3375165752536
ethereum,2024-10-01,2630.347069004781
ethereum,2024-10-01,2622.358202318232
ethereum,2024-10-01,2575.4016121096256
ethereum,2024-10-01,2548.1170935414602
ethereum,2024-10-01,2521.900983669551
ethereum,2024-10-01,2508.5029259983494
ethereum,2024-10-01,2506.2882454839687
ethereum,2024-10-01,2498.0691332677825
ethereum,2024-10-01,2487.699756605849
ethereum,2024-10-01,2450.283296292588
ethereum,2024-10-01,2469.8987983849574
ethereum,2024-10-01,2452.5444328900016
ethereum,2024-10-02,2454.653087877382
ethereum,2024-10-02,2460.9350894739773
ethereum,2024-10-02,2479.1478952646876
ethereum,2024-10-02,2491.8919568055117
ethereum,2024-10-02,2486.55711849454
ethereum,2024-10-02,2484.963317287075
ethereum,2024-10-02,2479.7715239594504
ethereum,2024-10-02,2485.682107797904
ethereum,2024-10-02,2479.437804131494
ethereum,2024-10-02,2479.7168399083234
ethereum,2024-10-02,2451.1609803223623
ethereum,2024-10-02,2450.1635082942607
ethereum,2024-10-02,2453.6929092459236
ethereum,2024-10-02,2431.2988802723207
ethereum,2024-10-02,2456.361960716251
ethereum,2024-10-02,2442.7407403638235
ethereum,2024-10-02,2476.4961304346475
ethereum,2024-10-02,2447.570066036096
ethereum,2024-10-02,2447.3562267201733
ethereum,2024-10-02,2390.895477771293
ethereum,2024-10-02,2371.0831780132066
ethereum,2024-10-02,2374.890434840665
ethereum,2024-10-02,2373.927053017633
ethereum,2024-10-02,2378.826124978803
ethereum,2024-10-03,2365.098573119062
ethereum,2024-10-03,2371.5293491812063
ethereum,2024-10-03,2390.1422365496865
ethereum,2024-10-03,2387.073173231055
ethereum,2024-10-03,2395.6486949006508
ethereum,2024-10-03,2393.6304176725553
ethereum,2024-10-03,2385.6200071755306
ethereum,2024-10-03,2388.92997621545
ethereum,2024-10-03,2364.371514666301
ethereum,2024-10-03,2336.804981705637
ethereum,2024-10-03,2354.00854721071
ethereum,2024-10-03,2368.8923054784627
ethereum,2024-10-03,2352.6429554867113
ethereum,2024-10-03,2353.2612725948175
ethereum,2024-10-03,2361.823843046345
ethereum,2024-10-03,2315.8355715762277
ethereum,2024-10-03,2340.9634025442374
ethereum,2024-10-03,2322.378650189693
ethereum,2024-10-03,2342.7162983111
ethereum,2024-10-03,2343.867298145436
ethereum,2024-10-03,2352.813358844424
ethereum,2024-10-03,2334.9552469253094
ethereum,2024-10-03,2350.7217955476926
ethereum,2024-10-03,2351.6078535188826
ethereum,2024-10-04,2350.731987971212
ethereum,2024-10-04,2344.7250604828255
ethereum,2024-10-04,2378.204622146016
ethereum,2024-10-04,2364.9008175103945
ethereum,2024-10-04,2369.460915410936
ethereum,2024-10-04,2373.3782062138325
ethereum,2024-10-04,2380.4309635341842
ethereum,2024-10-04,2377.8254164671416
ethereum,2024-10-04,2381.3953338713036
ethereum,2024-10-04,2381.7231279566276
ethereum,2024-10-04,2379.0837534697243
ethereum,2024-10-04,2375.7787653822093
ethereum,2024-10-04,2385.3159746138385
ethereum,2024-10-04,2391.0754876251085
ethereum,2024-10-04,2372.8381399261866
ethereum,2024-10-04,2365.4558866654143
ethereum,2024-10-04,2416.8282325335526
ethereum,2024-10-04,2436.9108146283434
ethereum,2024-10-04,2412.679541311702
ethereum,2024-10-04,2431.0176296269706
ethereum,2024-10-04,2429.8143835586507
ethereum,2024-10-04,2428.4899625831436
ethereum,2024-10-04,2425.064654598827
ethereum,2024-10-04,2414.471255441483
ethereum,2024-10-05,2418.833771971507
ethereum,2024-10-05,2423.147751575476
ethereum,2024-10-05,2418.2675535247245
ethereum,2024-10-05,2397.279221107032
ethereum,2024-10-05,2400.1263962727417
ethereum,2024-10-05,2406.7525832488222
ethereum,2024-10-05,2417.612433321223
ethereum,2024-10-05,2425.615241752977
ethereum,2024-10-05,2416.2476613393287
ethereum,2024-10-05,2419.397068771761
ethereum,2024-10-05,2424.187986427252
ethereum,2024-10-05,2421.9792743014154
ethereum,2024-10-05,2419.9344322039706
ethereum,2024-10-05,2421.074649439729
ethereum,2024-10-05,2409.4147343578993
ethereum,2024-10-05,2412.888574772117
ethereum,2024-10-05,2413.9804997945766
ethereum,2024-10-05,2404.558812168248
ethereum,2024-10-05,2409.830540012321
ethereum,2024-10-05,2401.929017460484
ethereum,2024-10-05,2395.0094796640815
ethereum,2024-10-05,2394.569927042445
ethereum,2024-10-05,2407.498272157729
ethereum,2024-10-05,2416.9408054381374
ethereum,2024-10-06,2415.4038137445546
ethereum,2024-10-06,2409.539025120216
ethereum,2024-10-06,2420.9175692351423
ethereum,2024-10-06,2415.934381473785
ethereum,2024-10-06,2413.5656038166712
ethereum,2024-10-06,2414.704806944779
ethereum,2024-10-06,2417.0181724776894
ethereum,2024-10-06,2415.445448921813
ethereum,2024-10-06,2417.1709225943237
ethereum,2024-10-06,2421.0975656568176
ethereum,2024-10-06,2421.4722843358795
ethereum,2024-10-06,2419.8415796172812
ethereum,2024-10-06,2428.76280821791
ethereum,2024-10-06,2434.9179515229284
ethereum,2024-10-06,2427.5627898874463
ethereum,2024-10-06,2449.00312790439
ethereum,2024-10-06,2452.0548915203476
ethereum,2024-10-06,2436.4256895703165
ethereum,2024-10-06,2440.968308752675
ethereum,2024-10-06,2452.0499228866825
ethereum,2024-10-06,2441.892009488727
ethereum,2024-10-06,2438.333530119294
ethereum,2024-10-06,2422.406338379055
ethereum,2024-10-06,2432.3071209657232
ethereum,2024-10-07,2439.5746280764088
ethereum,2024-10-07,2490.7034214686405
ethereum,2024-10-07,2503.9315194501787
ethereum,2024-10-07,2503.2263265748943
ethereum,2024-10-07,2498.6528140746086
ethereum,2024-10-07,2486.9406255415215
ethereum,2024-10-07,2484.610515629629
ethereum,2024-10-07,2490.539049962548
ethereum,2024-10-07,2487.282773449798
ethereum,2024-10-07,2481.81024325608
ethereum,2024-10-07,2453.3619458862863
ethereum,2024-10-07,2438.821694401438
ethereum,2024-10-07,2469.185799423899
ethereum,2024-10-07,2466.6651046071524
ethereum,2024-10-07,2476.4897328255174
ethereum,2024-10-07,2484.0944436899204
ethereum,2024-10-07,2476.116632281472
ethereum,2024-10-07,2475.1521285222034
ethereum,2024-10-07,2462.3717525951815
ethereum,2024-10-07,2440.96568517788
ethereum,2024-10-07,2444.7119429338745
ethereum,2024-10-07,2439.882357861578
ethereum,2024-10-07,2452.9821455579686
ethereum,2024-10-07,2419.7161664685555
ethereum,2024-10-08,2428.938061511157
ethereum,2024-10-08,2437.0721499568326
ethereum,2024-10-08,2437.287163510799
ethereum,2024-10-08,2441.1394790189015
ethereum,2024-10-08,2438.8070191086954
ethereum,2024-10-08,2433.1334880736104
ethereum,2024-10-08,2424.5817565235093
ethereum,2024-10-08,2433.41739093056
ethereum,2024-10-08,2425.093384479347
