Cryptocurrency,Price (USD),24h Volume (USD),Market Cap (USD),SMA (10)
bitcoin,61946.8783744096,,,61953.402090845324
bitcoin,62003.40843463339,,,61954.614403024956
bitcoin,62093.56057795135,,,61969.63840162595
bitcoin,62048.074943959386,,,61984.060756177874
bitcoin,62123.194078161265,,,61985.791771595905
bitcoin,62349.66332186298,,,62023.505561630904
bitcoin,62244.12526105943,,,62059.07459080671
bitcoin,62755.45855679772,,,62147.11964660033
bitcoin,62871.84184813987,,,62240.97351547463
bitcoin,62627.05018877592,,,62306.32555857509
bitcoin,62588.94927841031,,,62370.53264897516
bitcoin,62723.80554302754,,,62442.57235981458
bitcoin,62676.41666107724,,,62500.85796812716
bitcoin,62606.86007773546,,,62556.73648150477
bitcoin,62406.97353718698,,,62585.114427407345
bitcoin,62621.04749989727,,,62612.252845210765
bitcoin,62811.79972811266,,,62669.020291916095
bitcoin,63759.38195914538,,,62769.41263215085
bitcoin,63794.841444878955,,,62861.71259182476
bitcoin,63696.77383180315,,,62968.68495612749
bitcoin,63525.08325037221,,,63062.29835332369
bitcoin,63514.738625121696,,,63141.39166153311
bitcoin,63495.43691971516,,,63223.293687396894
bitcoin,63713.00356537992,,,63333.90803616133
bitcoin,63648.2069767685,,,63458.0313801195
bitcoin,63541.10192342399,,,63550.03682247216
bitcoin,63113.10760597776,,,63580.16761025868
bitcoin,62631.53098985469,,,63467.382513329605
bitcoin,63157.733006258815,,,63403.671669467585
bitcoin,62897.07905064064,,,63323.70219135133
bitcoin,63443.10023435226,,,63315.503889749336
bitcoin,63642.317719867126,,,63328.26179922388
bitcoin,63725.43470224901,,,63351.26157747726
bitcoin,63774.543053742,,,63357.415526313474
bitcoin,63495.11150191953,,,63342.105978828586
bitcoin,62855.72967042333,,,63273.568753528525
bitcoin,63280.38379462429,,,63290.29637239317
bitcoin,62999.86075296318,,,63327.129348704024
bitcoin,63231.15027084451,,,63334.4710751626
bitcoin,62301.390271974175,,,63274.90219729594
bitcoin,62211.234201259,,,63151.715593986606
bitcoin,62578.36615233839,,,63045.32043723374
bitcoin,62708.74898406302,,,62943.651865415144
bitcoin,62716.36879880969,,,62837.83443992193
bitcoin,62656.663066193934,,,62753.98959634935
bitcoin,62609.25214527036,,,62729.341843834045
bitcoin,62424.62240664154,,,62643.76570503578
bitcoin,62479.231973519934,,,62591.702827091445
bitcoin,62240.6083876244,,,62492.648638769446
bitcoin,62384.34904441377,,,62500.9445160134
bitcoin,62560.61441012541,,,62535.88253690004
bitcoin,62514.66233700978,,,62529.51215536719
bitcoin,62604.096795218546,,,62519.04693648274
bitcoin,62504.51859636706,,,62497.86191623848
bitcoin,62770.26425664377,,,62509.222035283456
bitcoin,62766.14682170429,,,62524.91150292684
bitcoin,62152.158564241465,,,62497.66511868684
bitcoin,62525.15635385936,,,62502.257556720775
bitcoin,62331.602816503626,,,62511.3569996087
bitcoin,61963.1594430075,,,62469.23803946808
bitcoin,62121.59452794766,,,62425.336051250306
bitcoin,62325.37670520698,,,62406.40748807002
bitcoin,62373.092674608226,,,62383.307076009005
bitcoin,62105.27060195742,,,62343.38227656802
bitcoin,62185.230423727575,,,62284.87889327641
bitcoin,62115.919752113165,,,62219.8561863173
bitcoin,62299.981991661436,,,62234.63852905929
bitcoin,62272.6586800959,,,62209.388761682945
bitcoin,62334.18871429603,,,62209.6473514622
bitcoin,62307.406121183434,,,62244.072019279774
bitcoin,62490.39392748502,,,62280.95195923352
bitcoin,62301.0120009861,,,62278.515488811434
bitcoin,62228.21482411327,,,62264.02770376194
bitcoin,62199.03458257609,,,62273.40410182379
bitcoin,62222.525571365324,,,62277.13361658758
bitcoin,62135.36928631705,,,62279.07857000797
bitcoin,62144.517600515544,,,62263.53213089338
bitcoin,61979.063023858784,,,62234.172565269655
bitcoin,61843.712560203414,,,62185.1249498604
bitcoin,61935.669410618335,,,62147.95127880389
bitcoin,62273.12429552298,,,62126.22431560769
bitcoin,61752.45976427412,,,62071.36909193649
bitcoin,61786.15413301724,,,62027.16302282689
bitcoin,61117.826773189954,,,61919.04224188828
bitcoin,61045.573897756294,,,61801.347074527366
bitcoin,60486.87709708697,,,61636.49785560436
bitcoin,60743.1844472768,,,61496.3645402805
bitcoin,60648.86752390266,,,61363.344990284866
bitcoin,60583.12205498274,,,61237.28593976281
bitcoin,60388.16814788513,,,61082.535813489485
bitcoin,60749.228818156014,,,60930.14626575279
bitcoin,60807.96354622658,,,60835.696643948046
bitcoin,60806.83687955058,,,60737.76491860137
bitcoin,60823.19050349816,,,60708.3012916322
bitcoin,60868.330109499504,,,60690.57691280652
bitcoin,61039.07191204449,,,60745.796394302255
bitcoin,60816.45760075644,,,60753.12370965022
bitcoin,60832.721359226955,,,60771.50909318265
bitcoin,60873.383443728606,,,60800.535232057235
bitcoin,60998.011914516894,,,60861.519608720424
bitcoin,61226.55340601267,,,60909.252067506095
bitcoin,60966.09545988984,,,60925.06525887242
bitcoin,61004.33428392234,,,60944.81499930959
bitcoin,60725.75258509342,,,60935.07120746912
bitcoin,60749.31433413257,,,60923.169629932425
bitcoin,59946.32257559109,,,60813.894696287076
bitcoin,59019.105152188844,,,60634.15945143033
bitcoin,59448.19518772974,,,60495.706834280594
bitcoin,59858.81528931067,,,60394.250018838815
bitcoin,59648.4874804161,,,60259.29757542873
bitcoin,59978.609247005,,,60134.50315952797
bitcoin,60097.42054824134,,,60047.63566836312
bitcoin,60274.14830381827,,,59974.617070352695
bitcoin,60138.20314704477,,,59915.86212654783
bitcoin,60401.86308358801,,,59881.11700149337
bitcoin,60654.95117619428,,,59951.9798615537
bitcoin,60582.95352143313,,,60108.36469847814
bitcoin,60646.498268602045,,,60228.195006565365
bitcoin,60580.28619641105,,,60300.34209727539
bitcoin,60857.11327929529,,,60421.20467716331
bitcoin,60637.25054969195,,,60487.06880743202
bitcoin,60683.149779899,,,60545.64173059779
bitcoin,61135.8410866515,,,60631.8110088811
bitcoin,61151.39726054673,,,60733.1304202313
bitcoin,61216.421357271196,,,60814.58624759961
bitcoin,61337.80870418161,,,60882.87200039835
bitcoin,61892.85330654469,,,61013.8619789095
bitcoin,61993.101686224276,,,61148.52232067173
bitcoin,62305.8826676622,,,61321.08196779684
bitcoin,62258.78126639044,,,61461.24876650636
bitcoin,62924.80345494198,,,61690.00405703137
bitcoin,62897.152322775866,,,61911.40431131906
bitcoin,62967.264978789135,,,62094.5467005328
bitcoin,63123.36372364698,,,62291.743346842835
bitcoin,62735.89700746058,,,62443.69091186178
bitcoin,62434.984206254376,,,62553.408462069056
bitcoin,62557.09837051421,,,62619.832968466006
bitcoin,62925.3019618285,,,62713.05299602643
bitcoin,62699.07996098267,,,62752.37272535848
bitcoin,62536.38746032396,,,62780.13334475183
bitcoin,62599.19906424621,,,62747.572905682246
bitcoin,62575.01469832429,,,62715.359143237096
bitcoin,62718.58723292522,,,62690.49136865069
bitcoin,62644.88869994593,,,62642.643866280596
bitcoin,62719.13459755654,,,62640.96762529019
bitcoin,62697.6510466996,,,62667.234309334715
bitcoin,62834.459227628395,,,62694.97039504613
ethereum,2352.952429623129,,,56637.7354418256
ethereum,2346.3530986905307,,,50602.46275559639
ethereum,2347.8930499409375,,,44583.61331455808
ethereum,2340.460219671632,,,38557.73943010062
ethereum,2357.1426717059226,,,32535.952227438782
ethereum,2322.7849148569308,,,26496.371995631955
ethereum,2334.438669847034,,,20465.326992622064
ethereum,2339.2615510293845,,,14427.33968796935
ethereum,2349.417046859015,,,8392.51628798529
ethereum,2350.0499824340454,,,2344.0753634658563
ethereum,2354.464791399135,,,2344.226599643457
ethereum,2344.552715220868,,,2344.04656129649
ethereum,2352.6971393369913,,,2344.5269702360956
ethereum,2364.177126006527,,,2346.898660869585
ethereum,2362.300238174588,,,2347.414417516452
ethereum,2354.146531981623,,,2350.550579228921
ethereum,2360.809945108271,,,2353.187706755045
ethereum,2358.2539781878004,,,2355.086949470887
ethereum,2358.8563213744205,,,2356.030876922427
ethereum,2351.5798464312525,,,2356.1838633221478
ethereum,2347.1797194029996,,,2355.455356122534
ethereum,2339.545925057166,,,2354.9546771061637
ethereum,2350.418795558534,,,2354.7268427283184
ethereum,2343.7319949154985,,,2352.682329619215
ethereum,2354.512848966081,,,2351.903590698365
ethereum,2369.391204299915,,,2353.428057930194
ethereum,2356.015046513048,,,2352.9485680706716
ethereum,2350.7591395416084,,,2352.1990842060522
ethereum,2370.0078278690416,,,2353.3142348555148
ethereum,2372.963647066235,,,2355.452614919013
ethereum,2409.560016594712,,,2361.690644638184
ethereum,2413.0777751451815,,,2369.0438296469856
ethereum,2411.284316760366,,,2375.130381767169
ethereum,2420.3922580546305,,,2382.796408081082
ethereum,2417.0893124003705,,,2389.054054424511
ethereum,2422.536019711783,,,2394.368535965698
ethereum,2453.8090574194302,,,2404.1479370563356
ethereum,2445.231432451212,,,2413.595166347296
ethereum,2445.08621032297,,,2421.1030045926886
ethereum,2435.7466285258847,,,2427.381302738654
ethereum,2428.7682672520014,,,2429.302127804383
ethereum,2430.2880950140384,,,2431.023159791269
ethereum,2432.580369735375,,,2433.1527650887697
ethereum,2427.2181585413637,,,2433.835355137443
ethereum,2419.879474955625,,,2434.114371392968
ethereum,2418.0502009604857,,,2433.6657895178387
ethereum,2420.304061881166,,,2430.315289964012
ethereum,2417.4416972920662,,,2427.5363164480978
ethereum,2416.7220229669283,,,2424.699897712494
ethereum,2413.1907309289463,,,2422.4443079528
ethereum,2421.8781180178157,,,2421.755293029381
ethereum,2422.187671521977,,,2420.9452506801745
ethereum,2417.8442979874453,,,2419.471643505382
ethereum,2419.9895784934542,,,2418.748785500591
ethereum,2418.953071525134,,,2418.6561451575417
ethereum,2414.7030664428935,,,2418.3214317057827
ethereum,2397.0906379756975,,,2416.000089315236
ethereum,2405.5428160047213,,,2414.810201186501
ethereum,2409.8069808458645,,,2414.118696974395
ethereum,2417.730260525322,,,2414.5726499340326
ethereum,2414.4147177106183,,,2413.826309903313
ethereum,2417.982112902226,,,2413.405754041338
ethereum,2418.643457299118,,,2413.485669972505
ethereum,2423.472365955501,,,2413.8339487187095
ethereum,2423.116082287367,,,2414.250249794933
ethereum,2425.3446457084765,,,2415.314407721491
ethereum,2422.4015819265715,,,2417.8455021165782
ethereum,2420.577620065825,,,2419.348982522689
ethereum,2420.4877980436445,,,2420.417064242467
ethereum,2421.1666410909966,,,2420.7607022990346
ethereum,2423.139072853265,,,2421.633137813299
ethereum,2413.282990973001,,,2421.1632256203766
ethereum,2411.6374235564103,,,2420.462622246106
ethereum,2407.2213711990653,,,2418.8375227704623
ethereum,2406.7188406017776,,,2417.197798601903
ethereum,2416.212216561359,,,2416.2845556871916
ethereum,2405.117069787849,,,2414.5561044733195
ethereum,2410.016077244529,,,2413.4999501911893
ethereum,2402.7702557605894,,,2411.728195962884
ethereum,2385.9511519141893,,,2408.206647045203
ethereum,2381.550262033528,,,2404.0477659632297
ethereum,2387.688579413002,,,2401.48832480723
ethereum,2364.7344877452747,,,2396.798031226116
ethereum,2354.4499474781223,,,2391.520888854022
ethereum,2346.3252930362737,,,2385.4815340974715
ethereum,2319.3125532597946,,,2375.7915677673145
ethereum,2314.781449633088,,,2366.758005751839
ethereum,2288.288589912339,,,2354.58525701862
ethereum,2276.7358102155035,,,2341.9818124641115
ethereum,2273.0448626376074,,,2330.6911835364535
ethereum,2277.5311030392495,,,2320.2892676370257
ethereum,2289.6540890197152,,,2310.485818597697
ethereum,2294.160203733202,,,2303.428390196489
ethereum,2291.707991825474,,,2297.1541946312245
ethereum,2307.801196415271,,,2293.301784969124
ethereum,2317.556492315507,,,2293.1261788746956
ethereum,2297.754182902468,,,2291.4234522016336
ethereum,2302.466398915655,,,2292.8412331019654
ethereum,2311.448146225375,,,2296.3124667029524
ethereum,2300.2252419036927,,,2299.0305046295607
ethereum,2295.238640339523,,,2300.8012583595882
ethereum,2292.995931487262,,,2301.135442606343
ethereum,2288.0306881092533,,,2300.5224910439483
ethereum,2278.086243040641,,,2299.160316165465
ethereum,2301.194592060231,,,2298.499655729961
ethereum,2290.2756360020726,,,2295.771570098617
ethereum,2283.3823964769044,,,2294.334391456061
ethereum,2271.0833341412863,,,2291.1960849786237
ethereum,2286.956374447981,,,2288.7469078008844
ethereum,2290.8686133477067,,,2287.8112449452865
ethereum,2295.077114071959,,,2287.79509231853
ethereum,2267.977831013024,,,2285.293282271106
ethereum,2280.396128586437,,,2284.5298263188242
ethereum,2285.714054886767,,,2285.2926075034366
ethereum,2285.0219519609477,,,2283.6753434935085
ethereum,2290.3858610903067,,,2283.6863660023323
ethereum,2297.782643425225,,,2285.1263906971644
ethereum,2301.8810242932527,,,2288.2061597123607
ethereum,2313.2280679549053,,,2290.833329063053
ethereum,2303.5954143764448,,,2292.106009165927
ethereum,2309.823402876828,,,2293.5806380464137
ethereum,2310.7946879276556,,,2297.862323737877
ethereum,2313.1533326054882,,,2301.1380441397823
ethereum,2320.9387899798817,,,2304.660517649094
ethereum,2319.407940583254,,,2308.099116511324
ethereum,2366.180610715478,,,2315.678591473841
ethereum,2388.378523003088,,,2324.7381794316275
ethereum,2364.522363439704,,,2331.002313346273
ethereum,2366.7267757788636,,,2336.352184128669
ethereum,2350.632133517035,,,2341.055856042728
ethereum,2355.166714170604,,,2345.5901871721053
ethereum,2349.461289111052,,,2349.456847290445
ethereum,2343.52246678244,,,2352.4937607081397
ethereum,2332.9888789270485,,,2353.6987696028564
ethereum,2334.795466040432,,,2355.2375221485745
ethereum,2321.7908906829075,,,2350.7985501453177
ethereum,2329.2484343584165,,,2344.8855412808507
ethereum,2334.3387742924206,,,2341.867182366122
ethereum,2333.911369786282,,,2338.5856417668642
ethereum,2320.3277343074437,,,2335.5552018459043
ethereum,2325.538108031109,,,2332.5923412319553
ethereum,2328.266835329634,,,2330.4728958538135
ethereum,2324.4481981253125,,,2328.5654689881007
ethereum,2318.1898548770564,,,2327.0855665831014
ethereum,2298.5310517679363,,,2323.459125155852
ethereum,2309.4816008521016,,,2322.2281961727713
ethereum,2303.375968215071,,,2319.6409495584367
ethereum,2307.7334181656215,,,2316.9804139457565
ethereum,2294.4079519693946,,,2313.030072164068
ethereum,2297.446310298391,,,2310.741929763163
ethereum,2297.6888010891566,,,2307.956999068967
ethereum,2293.3013152516937,,,2304.460447061173
ethereum,2317.2384233196317,,,2303.739469580605
ethereum,2332.1082349971525,,,2305.131307592615
ethereum,2312.3370586857486,,,2306.511908284396
ethereum,2334.0533296811454,,,2308.969081167301
ethereum,2341.5940135550695,,,2312.790885701301
ethereum,2353.444475824165,,,2317.361991467155
ethereum,2383.32145042435,,,2326.2533413126503
ethereum,2383.0138103206,,,2334.810091314871
ethereum,2387.1209092078843,,,2343.753302126744
ethereum,2399.949394782518,,,2354.4181100798264
ethereum,2401.2563547470313,,,2362.819903222566
ethereum,2415.8356703614654,,,2371.1926467589974
ethereum,2406.5976251857815,,,2380.6187034090012
ethereum,2422.9657146864542,,,2389.5099419095322
ethereum,2436.022502222161,,,2398.9527907762413
ethereum,2438.077943578679,,,2407.416137551693
ethereum,2436.3542149129134,,,2412.719414000549
ethereum,2426.665516225298,,,2417.084584591018
ethereum,2438.874194128184,,,2422.2599130830486
ethereum,2436.9018454638176,,,2425.9551581511787
ethereum,2437.5739205945024,,,2429.586914735926
ethereum,2431.200236762336,,,2431.123371376013
ethereum,2446.1449191993306,,,2435.0781007773676
ethereum,2482.4427247674394,,,2441.025801785466
ethereum,2476.6531184604764,,,2445.0888634092976
ethereum,2467.268879780837,,,2448.0079570295134
ethereum,2464.8828398348487,,,2450.8608195217066
ethereum,2462.806645394781,,,2454.4749324386553
ethereum,2459.6356317436366,,,2456.5510762002004
ethereum,2473.105547982934,,,2460.1714464521124
ethereum,2458.8347967450027,,,2462.2975340671624
ethereum,2445.230884857441,,,2463.7005988766728
ethereum,2452.37818915279,,,2464.3239258720187
ethereum,2459.971684168757,,,2462.0768218121502
ethereum,2526.2296716132178,,,2467.0344771274245
ethereum,2548.5640552701893,,,2475.16399467636
ethereum,2540.2485620993466,,,2482.70056690281
ethereum,2562.807430727216,,,2492.7006454360535
ethereum,2551.877423780216,,,2501.9248246397106
ethereum,2549.8468870800084,,,2509.5989585494185
ethereum,2543.146628705105,,,2518.0301417454284
ethereum,2551.0285492927446,,,2528.609908188959
ethereum,2546.4358464807974,,,2538.015673921759
ethereum,2541.7073988473685,,,2546.1892453896207
ethereum,2545.7924097326254,,,2548.1455192015615
ethereum,2542.94992182794,,,2547.584105857337
ethereum,2560.151541085397,,,2549.574403755942
ethereum,2548.631237827251,,,2548.1567844659453
ethereum,2524.0530199167606,,,2545.3743440795997
ethereum,2545.1267637002247,,,2544.902331741621
ethereum,2540.3410750861212,,,2544.6217763797226
ethereum,2548.381140002408,,,2544.357035450689
ethereum,2549.8859946827465,,,2544.7020502708847
ethereum,2548.463929589242,,,2545.3777033450715
ethereum,2559.236680178645,,,2546.722130389674
ethereum,2564.3111215479116,,,2548.8582503616713
ethereum,2537.5676835974887,,,2546.59986461288
ethereum,2546.607562136472,,,2546.397497043802
ethereum,2544.3525266667966,,,2548.4274477188055
ethereum,2542.4615114222643,,,2548.16092249101
ethereum,2551.5352969068263,,,2549.2803446730804
ethereum,2552.708437977828,,,2549.713074470622
ethereum,2552.6357626892636,,,2549.988051271274
ethereum,2549.2185335749696,,,2550.0635116698463
ethereum,2553.213237662063,,,2549.4611674181883
ethereum,2550.7475714514594,,,2548.1048124085432
ethereum,2555.2310406932866,,,2549.871148118123
ethereum,2563.505487906928,,,2551.5609406951685
ethereum,2570.2158612242065,,,2554.1472741509097
ethereum,2557.275165836981,,,2555.628639592381
ethereum,2567.0429585091715,,,2557.179405752616
ethereum,2568.9545897667726,,,2558.8040209315104
ethereum,2568.9091273187246,,,2560.431357394457
ethereum,2576.8199244632883,,,2563.191496483288
ethereum,2570.8015299825724,,,2564.9503257153387
ethereum,2565.8169808225903,,,2566.4572666524523
ethereum,2563.506240355935,,,2567.284786618717
ethereum,2588.726101000788,,,2569.806847928103
ethereum,2617.1100818452655,,,2574.496269990209
ethereum,2612.7540848362987,,,2580.044161890141
ethereum,2598.3364943278107,,,2583.173515472005
ethereum,2602.3871618982967,,,2586.516772685157
ethereum,2596.912120563344,,,2589.317072009619
ethereum,2587.377444347787,,,2590.3728239980687
ethereum,2587.5096906187396,,,2592.043640061685
ethereum,2583.427460475254,,,2593.8046880269517
ethereum,2590.8929701311604,,,2596.543361004474
ethereum,2587.6655471064655,,,2596.437305615042
ethereum,2579.4503592330275,,,2592.671333353818
ethereum,2579.9810031473544,,,2589.394025184924
ethereum,2584.51512260861,,,2588.011888013004
ethereum,2581.9693385506303,,,2585.970105678237
ethereum,2568.2169608317167,,,2583.1005897050745
ethereum,2566.288132098154,,,2580.9916584801113
ethereum,2565.335204393325,,,2578.77420985757
ethereum,2582.624630667906,,,2578.6939268768347
ethereum,2577.1750298263173,,,2577.3221328463505
ethereum,2574.394222911556,,,2575.99500042686
ethereum,2580.7819065410395,,,2576.1281551576603
ethereum,2576.909959785869,,,2575.821050821512
ethereum,2538.279137154163,,,2571.1974522760675
ethereum,2589.3027120532483,,,2571.93078962633
ethereum,2565.5951969951584,,,2571.668613242674
ethereum,2605.238779721407,,,2575.563678004999
ethereum,2616.1777966093227,,,2580.647937226599
ethereum,2672.3559896242805,,,2589.6210731222363
ethereum,2671.6991741456127,,,2599.073487554166
ethereum,2658.7545310346,,,2607.5095183664703
ethereum,2655.014190360499,,,2614.932746748417
ethereum,2655.0331167388317,,,2622.7450624437124
ethereum,2641.4171461031206,,,2633.0588633386083
ethereum,2650.2801465621674,,,2639.1566067895
ethereum,2654.365004448658,,,2648.0335875348496
ethereum,2648.6429103610435,,,2652.3740005988134
ethereum,2642.7370359363013,,,2655.0299245315114
ethereum,2648.949780911357,,,2652.6893036602187
ethereum,2645.872649677594,,,2650.1066512134175
ethereum,2652.8389559918396,,,2649.5150937091416
ethereum,2684.1620620153653,,,2652.4298808746275
ethereum,2665.3837941931583,,,2653.4649486200606
ethereum,2674.519197265284,,,2656.775153736277
ethereum,2676.6743527633,,,2659.41457435639
ethereum,2670.315822456998,,,2661.0096561572236
ethereum,2665.7501213331466,,,2662.720377254434
ethereum,2653.4924672289685,,,2663.795920383701
ethereum,2652.7474870704104,,,2664.1756909996066
ethereum,2648.5946731531885,,,2664.4478933471664
ethereum,2628.0665319812506,,,2661.9706509461075
ethereum,2620.187197587335,,,2655.5731645033043
ethereum,2619.2874806545506,,,2650.9635331494437
ethereum,2623.040378808585,,,2645.815651303773
ethereum,2623.2607603873776,,,2640.474292066181
ethereum,2636.5992030881966,,,2637.1026301293005
ethereum,2648.685464661091,,,2635.396164462095
ethereum,2649.528383715929,,,2634.9997561107916
ethereum,2653.4702529415063,,,2635.0720326979012
ethereum,2647.280844132075,,,2634.94064979579
ethereum,2639.091947521109,,,2636.043191349776
ethereum,2636.0867026014143,,,2637.6331418511836
ethereum,2638.5988711302457,,,2639.564280898753
ethereum,2613.650968262998,,,2638.625339844194
ethereum,2610.0149173359705,,,2637.3007555390536
ethereum,2612.7975102089595,,,2634.9205862511303
ethereum,2634.7119597404367,,,2633.523235759064
ethereum,2651.6502805639793,,,2633.7354254438696
ethereum,2640.345169137445,,,2632.422917063463
ethereum,2653.354442538145,,,2633.0302769040704
ethereum,2650.148186425874,,,2634.1359007945466
ethereum,2661.3001705696006,,,2636.6572475913654
ethereum,2672.0437061498005,,,2640.001731093321
ethereum,2645.107761832329,,,2643.1474104502545
ethereum,2640.843780755598,,,2646.2302967922164
ethereum,2643.284265833644,,,2649.2789723546853
ethereum,2648.035020584558,,,2650.6112784390975
ethereum,2646.5742168807465,,,2650.1036720707743
ethereum,2628.4627457593497,,,2648.9154297329646
ethereum,2622.7396934877675,,,2645.8539548279273
ethereum,2620.327423200235,,,2642.871878505363
ethereum,2622.0406429145833,,,2638.945925739861
ethereum,2625.2258237680444,,,2634.2641375016856
ethereum,2619.00186798313,,,2631.6535481167657
ethereum,2620.573291223435,,,2629.626499163549
ethereum,2623.7075105654058,,,2627.6688236367254
ethereum,2615.0639185910054,,,2624.37171343737
ethereum,2625.0826713540987,,,2622.222558884706
ethereum,2626.542679602785,,,2622.030552269049
ethereum,2599.117301472194,,,2619.6683130674915
ethereum,2596.596823892031,,,2617.2952531366714
ethereum,2576.323218971839,,,2612.7235107423967
ethereum,2581.7812210599946,,,2608.3790504715917
ethereum,2578.157924541198,,,2604.2946561273984
ethereum,2582.3435906380796,,,2600.4716860688627
ethereum,2579.315601435421,,,2596.0324951558646
ethereum,2573.0303158199577,,,2591.8291348787598
ethereum,2585.8756560438305,,,2587.908433347733
ethereum,2566.002403617132,,,2581.854405749168
ethereum,2592.8535080651163,,,2581.2280264084607
ethereum,2596.088135967549,,,2581.177157616012
ethereum,2600.744850935053,,,2583.6193208123336
ethereum,2593.444002790129,,,2584.785598985347
ethereum,2619.6994637901967,,,2588.9397529102466
ethereum,2614.9402447537013,,,2592.1994183218085
ethereum,2625.5639461279957,,,2596.824252791066
ethereum,2615.154664014753,,,2601.0366876105454
ethereum,2619.1083935019424,,,2604.3599613563565
ethereum,2629.685649923971,,,2610.7282859870406
ethereum,2623.181239151864,,,2613.761059095715
ethereum,2627.451045801731,,,2616.8973500791335
ethereum,2624.944102439298,,,2619.3172752295586
ethereum,2638.148873533517,,,2623.787762303897
ethereum,2647.5277517977306,,,2626.5705911046507
ethereum,2648.487888194885,,,2629.9253554487686
ethereum,2631.862732010474,,,2630.555234037017
ethereum,2654.8139181760407,,,2634.521159453145
ethereum,2651.40484018994,,,2637.7508041219453
ethereum,2641.4109293079987,,,2638.923332060348
ethereum,2639.7320883866328,,,2640.5784169838253
ethereum,2631.6387283537106,,,2640.997185239022
ethereum,2637.9256923224825,,,2642.2953442273415
ethereum,2640.419845525457,,,2642.5224414265354
ethereum,2627.574878624601,,,2640.5271541092225
ethereum,2623.883942559668,,,2638.0667595457007
ethereum,2639.1213814836187,,,2638.7926244930154
ethereum,2646.9769835941265,,,2638.008931034824
ethereum,2654.6147963061835,,,2638.3299266464483
ethereum,2659.547749616564,,,2640.143608677304
ethereum,2660.262286094436,,,2642.1966284480845
ethereum,2669.431459169813,,,2645.9759015296945
ethereum,2653.392227240949,,,2647.522555021541
ethereum,2647.5788161717237,,,2648.2384520861683
ethereum,2652.3745280751723,,,2650.7184170312257
ethereum,2659.0871781336295,,,2654.238740588622
ethereum,2664.07582835679,,,2656.734185275939
ethereum,2687.135854184725,,,2660.750072334999
ethereum,2686.60030203321,,,2663.948622907701
ethereum,2718.2954548323414,,,2669.8233934292793
ethereum,2697.4157525315723,,,2673.5387400729933
ethereum,2703.584057380573,,,2676.9539998940686
ethereum,2698.3993133552667,,,2681.4547085055
ethereum,2691.7018571800854,,,2685.867012606336
ethereum,2693.6043533848756,,,2689.9899951373063
ethereum,2706.4266779692093,,,2694.723945120865
ethereum,2696.244854307686,,,2697.9408477159545
ethereum,2696.36225660925,,,2698.863487958407
ethereum,2693.0797275131163,,,2699.511430506397
ethereum,2701.1265812800852,,,2697.7945431511716
ethereum,2689.862848093476,,,2697.0392527073627
ethereum,2693.4634782855724,,,2696.0271947978617
ethereum,2685.9364226085927,,,2694.780905723195
ethereum,2682.9132075901393,,,2693.9020407641997
ethereum,2679.210921386728,,,2692.462697564385
ethereum,2664.122317607294,,,2688.2322615281937
ethereum,2669.558618841407,,,2685.563637981566
ethereum,2675.412023798062,,,2683.4686147004472
ethereum,2676.1359869246457,,,2681.7742406416
ethereum,2659.503650475992,,,2677.611947561191
ethereum,2669.5191379149974,,,2675.577576543343
ethereum,2672.085858320956,,,2673.4398145468817
ethereum,2671.0838643647908,,,2671.954558722501
ethereum,2665.414570988105,,,2670.204695062298
ethereum,2679.867288106634,,,2670.2703317342884
ethereum,2677.3291801677365,,,2671.591017990332
ethereum,2678.131893575375,,,2672.4483454637293
ethereum,2676.588728718247,,,2672.566015955748
ethereum,2667.387221815204,,,2671.691139444804
ethereum,2675.599639943611,,,2673.3007383915656
ethereum,2676.829980419685,,,2674.0318226420345
ethereum,2671.695827711162,,,2673.992819581055
ethereum,2675.077262814917,,,2674.3921594260673
ethereum,2673.5744591975817,,,2675.2081482470153
ethereum,2675.396299072699,,,2674.761049343622
ethereum,2670.69998775286,,,2674.098130102134
ethereum,2666.0886955389597,,,2672.8938102984926
ethereum,2650.7540243918284,,,2670.310339865851
ethereum,2640.0249594272395,,,2667.5741136270544
ethereum,2649.7569541199323,,,2664.9898450446867
ethereum,2647.802799967616,,,2662.0871269994796
ethereum,2647.0481864168387,,,2659.6223628700473
ethereum,2656.336840190154,,,2657.7483206075713
ethereum,2649.3485723793387,,,2655.3257319257464
ethereum,2654.7393532202323,,,2653.2600373405
ethereum,2652.100029959942,,,2651.4000415612077
ethereum,2666.154798134778,,,2651.40665182079
ethereum,2666.01974704452,,,2652.9332240860595
ethereum,2662.9862296192796,,,2655.2293511052635
ethereum,2664.531864116188,,,2656.706842104889
ethereum,2666.2740548480947,,,2658.5539675929367
ethereum,2660.9113121288347,,,2659.9402801641363
ethereum,2666.5094753058797,,,2660.9575436757086
ethereum,2653.3177686802524,,,2661.3544633058
ethereum,2654.9678161055335,,,2661.37730959433
ethereum,2648.59911467988,,,2661.027218066324
ethereum,2615.084418189928,,,2655.9201800718392
ethereum,2606.9234369309142,,,2650.0105490604788
ethereum,2628.280741766992,,,2646.5400002752494
ethereum,2627.992348870968,,,2642.8860487507277
ethereum,2636.711827075614,,,2639.9298259734796
ethereum,2631.8209404398067,,,2637.020788804577
ethereum,2639.33719321244,,,2634.3035605952327
ethereum,2642.286469146321,,,2633.20043064184
ethereum,2610.758150704384,,,2628.7794641017244
ethereum,2605.3088086486127,,,2624.450433498598
